4.663352217982811437e-03,1.025166685936717073e-02,4.601688056422707784e-02,8.336223840906463456e-02,1.701160057039349527e-01,3.083208078005164610e-01,4.059043434693798691e-01,4.964735807607815743e-01,6.005318533934559388e-01,6.915250317955833337e-01,8.886191081820634663e-01,8.825683123289782550e-01
3.815469996531390979e-03,1.163911049446949598e-02,5.245307742706285803e-02,8.162793386518672756e-02,1.823717578140054696e-01,3.001503063938027460e-01,4.036304775118511046e-01,4.816741819863568086e-01,6.066597294484911140e-01,7.133772690484448953e-01,8.765175164758931547e-01,8.977145720121786354e-01
3.661309592631132714e-03,1.113808918179365684e-02,4.620958106910240393e-02,1.097622075769838501e-01,1.961305738621035299e-01,2.949088526611939876e-01,3.662080394650634174e-01,4.970516822754075803e-01,6.006089335954060138e-01,6.719466605002505366e-01,8.806798473812000871e-01,8.629899410336454579e-01
5.549774540409295812e-03,8.864223224264847212e-03,5.041045207538443623e-02,1.007438239488187420e-01,1.929317454811731725e-01,3.078968666897907158e-01,3.602343238139283921e-01,4.972058426793078412e-01,5.995683508690792252e-01,6.607314911165067528e-01,8.743207307203144651e-01,8.836859752572551185e-01
5.511234439434231462e-03,9.134003931090300260e-03,4.547731915057617175e-02,1.219408794851042505e-01,1.768219832735961894e-01,3.176475122364820769e-01,3.890237792423016372e-01,4.992099279300111769e-01,6.044629436929124244e-01,6.479747176937603603e-01,8.693105175935560425e-01,8.793694839480479253e-01
4.509191814082553172e-03,1.075268817204301161e-02,4.809804601688056486e-02,8.012486992715921186e-02,1.951285312367518343e-01,2.809573361082206011e-01,3.945735537827109174e-01,4.806721393610051130e-01,6.097814776274713688e-01,6.598450687940802251e-01,8.783674413226962852e-01,8.852275792962577272e-01
4.740432419932940136e-03,9.172544032065363742e-03,4.312637299109723515e-02,1.012833853624696551e-01,2.182911319227656410e-01,3.080895671946660697e-01,3.915288858056807930e-01,4.825991444097583738e-01,5.952133194588969944e-01,6.492850811269125222e-01,8.610629359848922526e-01,8.757467144563918504e-01
5.819555247234747992e-03,6.744517670636296716e-03,5.222183682121247367e-02,8.817975103094770339e-02,2.255366709060777630e-01,3.121748178980228716e-01,4.293752649631942253e-01,4.972829228812579716e-01,6.147146105522796056e-01,6.598836088950552625e-01,8.719697845608355147e-01,8.783674413226962852e-01
4.239411107257100991e-03,1.129224958569391424e-02,4.046710602381778377e-02,1.018229467761205542e-01,1.842987628627587027e-01,2.883184953944579187e-01,4.254441746637376287e-01,4.962423401549311830e-01,5.950591590549967336e-01,6.747215477704551212e-01,8.733957682969128999e-01,8.825683123289782550e-01
3.699849693606197063e-03,8.131961305738620235e-03,5.145103480171118321e-02,8.463406174124175896e-02,2.009480864839865988e-01,2.940224303387675153e-01,3.976567618607160792e-01,4.958183990442054934e-01,6.043087832890121636e-01,6.658573245461902879e-01,8.563610436659343517e-01,8.817975103094770617e-01
