2.784976598460527000e-03,8.238889103779059239e-03,5.306927629288670650e-02,9.407032065911112573e-02,1.776582988434610988e-01,3.062700653695896169e-01,4.289250763934552846e-01,5.029590376358643589e-01,6.414342629482071567e-01,6.823966270838973669e-01,9.032994236645650599e-01,8.998182029164893958e-01
4.332185819827485962e-03,7.813406567903144820e-03,5.105790430510966094e-02,1.083433257262213234e-01,1.997060302479402860e-01,2.972962518856612224e-01,3.948477932928480261e-01,5.525084129501411923e-01,6.316868448535952751e-01,5.885197075774571962e-01,8.938227671836924682e-01,8.815224538738251070e-01
4.989749738908443900e-03,9.012493714462537636e-03,4.537191041658607954e-02,9.360615789270104736e-02,2.069392333578308207e-01,2.959424438169651617e-01,3.437512087572042185e-01,5.540943024020422714e-01,5.505744014234325023e-01,7.581325184698101127e-01,8.719297567013499783e-01,8.981549530035198847e-01
3.751982361814876297e-03,7.078482187753839042e-03,5.349475882876261745e-02,8.973813483928363977e-02,1.978493791822999170e-01,3.069663095192047275e-01,4.328317796774068804e-01,5.407883030982865158e-01,5.917688469423277864e-01,8.615634549181913071e-01,8.653541175105403660e-01,9.368351835376939052e-01
3.906703283951572410e-03,8.973813483928365017e-03,5.450044482265114371e-02,8.594747224693459475e-02,2.086411635013344645e-01,3.097899663481994414e-01,3.933779445325494284e-01,5.264379375701079278e-01,5.217576296754729004e-01,8.534792867365489366e-01,8.631106641395582812e-01,8.780025528952152269e-01
4.757668355703400381e-03,1.005685993888523651e-02,4.486906741964181988e-02,9.573357057208060905e-02,2.014853208525122785e-01,2.981085367268788699e-01,3.873825087997524452e-01,5.433025180830077794e-01,6.370633968978455242e-01,8.067148880207326567e-01,8.459366417823850348e-01,8.887556569837156140e-01
4.835028816771748221e-03,8.741732100723320631e-03,5.751750280431671553e-02,9.248443120720999111e-02,2.071713147410358669e-01,2.969481298108536671e-01,3.838626078211426207e-01,5.074072641472943124e-01,6.009360615789269833e-01,6.830155107724441566e-01,8.973039879317680212e-01,9.053881561134103917e-01
4.100104436622442443e-03,9.631377403009322088e-03,5.631841565775731751e-02,9.724209956291339496e-02,2.025683673074691604e-01,3.217421575832591918e-01,3.830503229799249731e-01,5.028816771747959269e-01,5.558349127760801034e-01,8.397864851274513542e-01,8.946350520249101157e-01,9.114996325378099673e-01
4.448226511430008155e-03,7.890767028971493527e-03,5.562217150814218608e-02,9.414768112017947443e-02,2.159517270722933480e-01,3.021699609329671632e-01,4.064518624531002211e-01,5.339419022937377246e-01,5.407496228677522998e-01,8.669786871929756611e-01,8.735543263837852734e-01,8.708080300158589360e-01
4.254825358759138122e-03,1.075310408850036793e-02,4.343789888987738268e-02,9.789966348199435897e-02,2.022202452326615774e-01,3.119173790275789893e-01,4.051367346149383208e-01,5.617143078172746051e-01,5.686767493134259333e-01,5.807836614706223255e-01,8.979615518508490268e-01,8.879433721424979664e-01
