4.641627664100878188e-03,1.674853982129733548e-02,4.123312574942946535e-02,1.127915522376513324e-01,2.024910068464008117e-01,2.927706649131628924e-01,3.832437241325958310e-01,5.155687927900050038e-01,6.171043979422117243e-01,6.641782385023015101e-01,9.175337485011411109e-01,9.473948864735234343e-01
5.067110199976791740e-03,7.387924032027231268e-03,4.088500367462190310e-02,1.010327621552624400e-01,1.946776002784976478e-01,2.918036591498085475e-01,4.124086179553629883e-01,4.852434920512126437e-01,5.672455807836614960e-01,6.545081808687579494e-01,8.995087610722160010e-01,9.499864619193130189e-01
5.299191583181836127e-03,1.191351100452558640e-02,6.235253162108846114e-02,1.159246509109194273e-01,2.069005531272966325e-01,3.017831586276254474e-01,4.151935945538235417e-01,4.997872587320620341e-01,6.047267241712760422e-01,7.276138165783467837e-01,7.766216686651452594e-01,9.293312188140641084e-01
3.674621900746528457e-03,8.316249564847406212e-03,4.993617761961861162e-02,1.023865702239585285e-01,2.046957799868487082e-01,2.907979731559199865e-01,4.067226240668394555e-01,5.060147758480640912e-01,5.798553359378021410e-01,7.579777975476733598e-01,7.287742234943720421e-01,9.210149692492167750e-01
4.216145128224964636e-03,6.420918268672881103e-03,4.835028816771747701e-02,9.437976250338452056e-02,2.031485707654817618e-01,2.936216299849147005e-01,3.908250493172939488e-01,4.928248172359107060e-01,6.003558581209144096e-01,7.296251885661239056e-01,6.750473832824043230e-01,9.285962944339147818e-01
7.117162418288013395e-03,7.039801957219664688e-03,6.076664216918732653e-02,1.061385525857734130e-01,2.017560824662514851e-01,3.038718910764708347e-01,4.077283100607279609e-01,5.065949793060766648e-01,5.827563532278652314e-01,7.327582872393919589e-01,7.462190074652844674e-01,9.162186206629790997e-01
5.221831122113487419e-03,8.470970486984101891e-03,3.744246315708041339e-02,1.079952036514137681e-01,2.058175066723397784e-01,2.969481298108536671e-01,3.892004796348585982e-01,5.031524387885352168e-01,5.954821490736085243e-01,7.908946737322554155e-01,9.177658298843460738e-01,9.354426952384635729e-01
3.674621900746528457e-03,9.051173944996711990e-03,4.966541600587939809e-02,1.000657563919080950e-01,2.315011797470312993e-01,2.987661006459598756e-01,4.079603914439329793e-01,4.851661315901442673e-01,5.868564576644876851e-01,7.259118864348431677e-01,8.836498665532046548e-01,9.408192472827138220e-01
4.796348586237573867e-03,9.437976250338452056e-03,5.299191583181835780e-02,9.105326267744555391e-02,1.920086643716396591e-01,3.013189958612153552e-01,3.894712412485978326e-01,4.859784164313619148e-01,6.342010598383166498e-01,6.789540865663559188e-01,8.863961629211309923e-01,9.372219858430356210e-01
4.216145128224964636e-03,7.001121726685491202e-03,4.711252079062391157e-02,1.038177387537229657e-01,1.898812516922600835e-01,2.821336015162650424e-01,4.043244497737206733e-01,5.018373109503733165e-01,5.816733067729084050e-01,7.186400030944184447e-01,7.750744594437782853e-01,9.258886782965226603e-01
